id,key,name,type,category,vendor,url,scope_url,topics,evidence_note,checked_at,pass_rate,pass_rate_period,pass_rate_url,pass_rate_checked_at
61,linuc_3ss,LinuCレベル3 セキュリティスペシャリスト,資格,セキュリティ,LPI-Japan（一般社団法人EDUCO）,https://linuc.org/linuc3/3ss/,https://linuc.org/linuc3/3ss/range/,Linux|セキュリティ基礎|ID・アクセス管理|暗号|監査|コンテナ|インシデント対応,公式3SS範囲は、アクセス・権限制御、システム保護と監査、コンテナの堅牢化、暗号・セキュアプロトコル、認証認可及び攻撃対策を対象としている。,2026-07-30,,,,
62,ms_sc500,Microsoft Certified: Cloud and AI Security Engineer Associate,資格,セキュリティ,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/cloud-and-ai-security-engineer-associate/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/sc-500,クラウドセキュリティ|ID・アクセス管理|セキュリティ運用|リスク管理|ネットワーク基礎,SC-500公式範囲はID・アクセス・ガバナンス、ストレージ・DB・ネットワーク、コンピュート、セキュリティ態勢の保護と監視を扱う。,2026-07-30,,,,
63,ms_sc100,Microsoft Certified: Cybersecurity Architect Expert,資格,セキュリティ,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/cybersecurity-architect-expert/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/sc-100,クラウドセキュリティ|セキュリティ運用|ID・アクセス管理|リスク管理|ガバナンス|システム設計,SC-100公式ガイドはセキュリティ戦略、運用・ID・コンプライアンス、インフラ、アプリケーションとデータのセキュリティ設計を測定する。,2026-07-30,,,,
64,ms_sc300,Microsoft Certified: Identity and Access Administrator Associate,資格,セキュリティ,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/identity-and-access-administrator/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/sc-300,ID・アクセス管理|セキュリティ基礎|クラウドセキュリティ|ガバナンス|自動化,SC-300公式ガイドはユーザーID、認証、ワークロードID、IDガバナンスの実装と管理を測定する。,2026-07-30,,,,
65,ms_sc200,Microsoft Certified: Security Operations Analyst Associate,資格,セキュリティ,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/security-operations-analyst/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/sc-200,セキュリティ運用|インシデント対応|自動化|ID・アクセス管理|クラウドセキュリティ,SC-200公式範囲はセキュリティ運用環境の管理、インシデント対応、脅威ハンティングを扱う。,2026-07-30,,,,
66,ms_sc900,"Microsoft Certified: Security, Compliance, and Identity Fundamentals",資格,セキュリティ,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/security-compliance-and-identity-fundamentals/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/sc-900,セキュリティ基礎|ID・アクセス管理|リスク管理|ガバナンス|クラウド基礎,SC-900公式ガイドはセキュリティ・コンプライアンス・IDの概念と、Microsoft Entraおよびセキュリティ／コンプライアンス製品を測定する。,2026-07-30,,,,
67,oracle_oci26_security,Oracle Cloud Infrastructure 2026 Certified Security Professional,資格,セキュリティ,Oracle,https://education.oracle.com/ko/outrackpath-trackp_ocis2026cp/trackp_OCIS2026CP,https://education.oracle.com/ko/ouexam-pexam_1z0-1104-26/pexam_1Z0-1104-26,クラウドセキュリティ|ID・アクセス管理|ネットワーク設計,Oracle公式は1Z0-1104-26をクラウドセキュリティエンジニア、セキュリティアーキテクト、管理者向けのOCI 2026認定としている。,2026-07-30,,,,
68,ipa_sg,情報セキュリティマネジメント試験,資格,セキュリティ,独立行政法人情報処理推進機構（IPA）,https://www.ipa.go.jp/shiken/kubun/sg.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,セキュリティ基礎|リスク管理|セキュリティ運用|インシデント対応|ID・アクセス管理|ネットワーク基礎,公式シラバスは、情報セキュリティ管理、リスク評価、委託先管理、インシデント管理、アクセス管理、ネットワークなどを対象としている。,2026-07-30,72.6,令和7年度（2025年4月〜2026年2月）,https://www.ipa.go.jp/shiken/reports/ps6vr7000001lzik-att/202602_sg_toukei.pdf,2026-08-30
69,ipa_sc,情報処理安全確保支援士試験,資格,セキュリティ,独立行政法人情報処理推進機構（IPA）,https://www.ipa.go.jp/shiken/kubun/sc.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,セキュリティ基礎|ID・アクセス管理|暗号|リスク管理|セキュリティ運用|インシデント対応|ネットワーク設計,公式シラバスは、セキュリティ要求分析・設計、暗号・認証、アクセス制御、脅威・脆弱性、運用、監視及びインシデント対応を対象としている。,2026-07-30,22.3,令和7年度秋期,https://www.ipa.go.jp/news/2025/shiken_20251225.html,2026-08-30
70,comptia-datasys-ds0-001,CompTIA DataSys+,資格,データベース,CompTIA,https://www.comptia.org/en-us/certifications/datasys/,https://www.comptia.org/en-us/certifications/datasys/,データベース|SQL|セキュリティ運用|クラウド運用,DS0-001公式範囲は、データベース基礎、展開、管理・保守、データとDBのセキュリティ、事業継続を扱う。,2026-07-30,,,,
71,gcp-professional-cloud-database-engineer,Professional Cloud Database Engineer,資格,データベース,Google Cloud,https://cloud.google.com/learn/certification/cloud-database-engineer/,https://services.google.com/fh/files/misc/professional_cloud_database_engineer_exam_guide_english.pdf,データベース|SQL|クラウド設計|クラウド運用|クラウドセキュリティ|データエンジニアリング,公式ガイドは、スケーラブルで高可用なクラウドDBの設計・展開・管理、複数DBの統合、移行、セキュリティを扱う。,2026-07-30,,,,
72,ossdb_gold,OSS-DB Gold,資格,データベース,LPI-Japan（一般社団法人EDUCO）,https://oss-db.jp/outline/gold,https://oss-db.jp/outline/gold,データベース|SQL|システム設計,公式範囲は、PostgreSQLの高度な運用管理、性能監視、パフォーマンスチューニング及び障害対応を対象としている。,2026-07-30,,,,
73,ossdb_silver,OSS-DB Silver,資格,データベース,LPI-Japan（一般社団法人EDUCO）,https://oss-db.jp/outline/silver,https://oss-db.jp/outline/silver,データベース|SQL,公式範囲は、PostgreSQLを基準としたRDBMS一般知識、導入・運用管理、バックアップ及びSQLによる開発を対象としている。,2026-07-30,,,,
74,ms_dp420,Microsoft Certified: Azure Cosmos DB Developer Specialty,資格,データベース,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/azure-cosmos-db-developer-specialty/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/dp-420,データベース|SQL|ソフトウェア開発|クラウド運用|クラウドセキュリティ,DP-420公式ガイドはNoSQLデータモデルと分散、Azure連携、クエリ最適化、保守を測定する。,2026-07-30,,,,
75,ms_dp900,Microsoft Certified: Azure Data Fundamentals,資格,データベース,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/azure-data-fundamentals/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/dp-900,データベース|SQL|データ分析|データエンジニアリング|クラウド基礎,DP-900公式ガイドはリレーショナル／非リレーショナルデータ、トランザクション、分析ワークロードとAzureデータサービスを測定する。,2026-07-30,,,,
76,ms_dp300,Microsoft Certified: Azure Database Administrator Associate,資格,データベース,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/azure-database-administrator-associate/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/dp-300,データベース|SQL|クラウド運用|クラウドセキュリティ|自動化,DP-300公式範囲はデータプラットフォーム資源、セキュア環境、性能最適化、自動化、高可用性と災害復旧を扱う。,2026-07-30,,,,
77,ms_dp800,Microsoft Certified: SQL AI Developer Associate,資格,データベース,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/developing-ai-enabled-database-solutions/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/dp-800,データベース|SQL|AI基礎|生成AI|DevOps|ソフトウェア開発,DP-800公式ガイドはSQLデータベース開発、保護・最適化・配備、埋め込み・ベクトル検索・RAGなどAI機能を測定する。,2026-07-30,,,,
78,oracle_mysql80_dev,MySQL 8.0 Database Developer Oracle Certified Professional,資格,データベース,Oracle,https://education.oracle.com/mysql-80-database-developer-oracle-certified-professional/trackp_MYSQLPRG80OCP%20%20%20,https://education.oracle.com/ko/%EC%A0%9C%ED%92%88-%EC%B9%B4%ED%83%88%EB%A1%9C%EA%B7%B8-ouexam-pexam_1z0-909/pexam_1Z0-909,データベース|SQL|ソフトウェア開発,Oracle公式の1Z0-909はMySQL 8.0を利用するデータベース開発者の知識とコネクター利用技能を検証する。,2026-07-30,,,,
79,oracle_db23ai_admin,Oracle AI Database Administration Certified Associate,資格,データベース,Oracle,https://education.oracle.com/en/oracle-database-23ai-administration-certified-associate/trackp_DB23aiADMOCA,https://education.oracle.com/ja/ouexam-pexam_1z0-182/pexam_1Z0-182,データベース|SQL,Oracle公式の1Z0-182はOracle AI Databaseの管理者向け試験で、公式ページは研修と1年以上の実務経験を推奨している。,2026-07-30,,,,
80,oracle_db23ai_sql,Oracle AI Database SQL Certified Associate,資格,データベース,Oracle,https://education.oracle.com/en/oracle-database-23ai-sql-certified-associate/trackp_DB23aiSQLOCA,https://education.oracle.com/fr/ouexam-pexam_1z0-171/pexam_1Z0-171,データベース|SQL,Oracle公式の1Z0-171はSELECT、INSERT、UPDATE、DELETE、MERGEに加えDDLとDCLの実務知識を検証する。,2026-07-30,,,,
81,oracle_mysql80_admin,"Oracle Certified Professional, MySQL 8.0 Database Administrator",資格,データベース,Oracle,https://education.oracle.com/produktkatalog-outrackpath-trackp_mysqldba80ocp/trackp_MYSQLDBA80OCP,https://education.oracle.com/mysql-80-database-administrator-also-available-in-chs-for-taiwan/pexam_1Z0-908,データベース|SQL,Oracle公式の1Z0-908はMySQL 8.0 Database Administratorの現行認定試験として掲載されている。,2026-07-30,,,,
82,oracle_db19c_admin_ocp,Oracle Database Administration 2019 Certified Professional,資格,データベース,Oracle,https://education.oracle.com/oracle-database-administration-2019-certified-professional/trackp_DB19COCP,https://education.oracle.com/produktkatalog-ouexam-pexam_1z0-083/pexam_1Z0-083,データベース|SQL,Oracle公式認定パスは1Z0-083 Database Administration IIを必須試験とし、バックアップ／リカバリやマルチテナント管理を学習領域に挙げる。,2026-07-30,,,,
83,oracle_plsql_dev_ocp,Oracle Database PL/SQL Developer Certified Professional,資格,データベース,Oracle,https://education.oracle.com/%E8%A3%BD%E5%93%81%E3%82%AB%E3%82%BF%E3%83%AD%E3%82%B0-outrackpath-trackp_ocpplsql19c/trackp_OCPPLSQL19C,https://education.oracle.com/fr/oracle-database-19c-program-with-pl-sql/pexam_1Z0-149,データベース|SQL|プログラミング|ソフトウェア開発,Oracle公式認定パスは1Z0-149 Oracle Database Program with PL/SQLを必須試験として掲載している。,2026-07-30,,,,
84,ipa_db,データベーススペシャリスト試験,資格,データベース,独立行政法人情報処理推進機構（IPA）,https://www.ipa.go.jp/shiken/kubun/db.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html,データベース|SQL|システム設計|データエンジニアリング,公式の対象者像・シラバスは、データ資源管理、データモデリング、データベース設計・実装・運用及びSQLを対象としている。,2026-07-30,18.4,令和7年度秋期,https://www.ipa.go.jp/news/2025/shiken_20251225.html,2026-08-30
85,aws-dea-c01,AWS Certified Data Engineer - Associate,資格,データ分析,Amazon Web Services,https://aws.amazon.com/certification/certified-data-engineer-associate/,https://docs.aws.amazon.com/aws-certification/latest/data-engineer-associate-01/data-engineer-associate-01.html,データエンジニアリング|データベース|SQL|データ分析|ID・アクセス管理|暗号|ガバナンス,DEA-C01公式ガイドは、データ取込み・変換、データストア管理、データ運用、データセキュリティとガバナンスを扱い、SQL、認証・認可、暗号化を明記する。,2026-07-30,,,,
86,comptia-data-da0-002,CompTIA Data+,資格,データ分析,CompTIA,https://www.comptia.org/ja-jp/certifications/data/,https://www.comptia.org/ja-jp/certifications/data/,データ分析|統計|SQL|ガバナンス,DA0-002公式範囲は、データ概念と環境、データ取得・準備、分析、可視化・報告、データガバナンスを扱う。,2026-07-30,,,,
87,gcp-associate-data-practitioner,Associate Data Practitioner,資格,データ分析,Google Cloud,https://cloud.google.com/learn/certification/data-practitioner,https://services.google.com/fh/files/misc/v1.0_associate_data_practitioner_exam_guide_english.pdf,データエンジニアリング|データ分析|SQL|機械学習|データベース|ID・アクセス管理|暗号,公式ガイドは、データ準備・取込み、BigQueryと可視化による分析、ML、パイプライン、アクセス制御・暗号化を含むデータ管理を扱う。,2026-07-30,,,,
88,gcp-professional-data-engineer,Professional Data Engineer,資格,データ分析,Google Cloud,https://cloud.google.com/learn/certification/data-engineer/,https://services.google.com/fh/files/misc/professional_data_engineer_exam_guide_english.pdf,データエンジニアリング|データ分析|データベース|SQL|機械学習|自動化|ガバナンス,公式ガイドは、データ処理システム設計、取込み・処理、保存、分析準備、AI/ML向け準備、データワークロードの自動化と運用を扱う。,2026-07-30,,,,
89,ms_dp750,Microsoft Certified: Azure Databricks Data Engineer Associate,資格,データ分析,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/implementing-data-engineering-solutions-using-azure-databricks/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/dp-750,データエンジニアリング|SQL|プログラミング|DevOps|クラウド運用,DP-750公式ガイドはDatabricks環境、Unity Catalog、データ処理、パイプラインの配備・保守を測定し、SQL・Python・Gitを明記する。,2026-07-30,,,,
90,ms_dp600,Microsoft Certified: Fabric Analytics Engineer Associate,資格,データ分析,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/fabric-analytics-engineer-associate/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/dp-600,データ分析|データエンジニアリング|データベース|SQL,DP-600公式範囲は分析ソリューションの保守、データ準備、セマンティックモデルの実装・管理を扱う。,2026-07-30,,,,
91,ms_dp700,Microsoft Certified: Fabric Data Engineer Associate,資格,データ分析,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/fabric-data-engineer-associate/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/dp-700,データエンジニアリング|データ分析|SQL|クラウド運用,DP-700公式ガイドはデータ取り込み・変換、分析ソリューションの保護と管理、監視と最適化を測定する。,2026-07-30,,,,
92,ms_pl300,Microsoft Certified: Power BI Data Analyst Associate,資格,データ分析,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/power-bi-data-analyst-associate/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/pl-300,データ分析|データベース,PL-300公式ガイドはデータの準備、モデリング、可視化・分析、Power BIの管理と保護を測定する。,2026-07-30,,,,
93,statistics_ds_expert,統計検定 データサイエンスエキスパート,資格,データ分析,一般財団法人統計質保証推進協会,https://www.toukei-kentei.jp/grade/ds_expert/,https://www.toukei-kentei.jp/grade/ds_expert/,統計|データ分析|機械学習|プログラミング,公式範囲は、応用基礎モデルカリキュラムに準拠した、計算、統計、モデリング及び領域知識の大学専門レベルを対象としている。,2026-07-30,23.4,2025年（CBT方式）,https://www.toukei-kentei.jp/info/past_data,2026-08-30
94,statistics_ds_basic,統計検定 データサイエンス基礎,資格,データ分析,一般財団法人統計質保証推進協会,https://www.toukei-kentei.jp/grade/ds_basic_analytics/,https://www.toukei-kentei.jp/grade/ds_basic_analytics/,統計|データ分析|データエンジニアリング,公式範囲は、表計算ソフトを用いるデータハンドリング、データセット管理、記述・推測統計、クロス集計、相関・回帰及び結果解釈を対象としている。,2026-07-30,66.2,2025年（CBT方式）,https://www.toukei-kentei.jp/info/past_data,2026-08-30
95,statistics_ds_advanced,統計検定 データサイエンス発展,資格,データ分析,一般財団法人統計質保証推進協会,https://www.toukei-kentei.jp/grade/ds_advanced/,https://www.toukei-kentei.jp/grade/ds_advanced/,統計|データ分析|AI基礎|プログラミング,公式範囲は、数理・データサイエンス・AIのモデルカリキュラムに準拠した、倫理・AI、数理、情報及び統計の大学教養レベルを対象としている。,2026-07-30,61.5,2025年（CBT方式）,https://www.toukei-kentei.jp/info/past_data,2026-08-30
96,statistics_grade1,統計検定1級,資格,データ分析,一般財団法人統計質保証推進協会,https://www.toukei-kentei.jp/grade/grade1/,https://www.toukei-kentei.jp/grade/grade1/,統計|データ分析,公式範囲は、大学専門課程相当の統計数理と、人文・社会科学、理工学、医薬生物学から選択する統計応用を対象としている。,2026-07-30,,,,
97,statistics_grade2,統計検定2級,資格,データ分析,一般財団法人統計質保証推進協会,https://www.toukei-kentei.jp/grade/grade2/,https://www.toukei-kentei.jp/grade/grade2/,統計|データ分析,公式範囲は、大学基礎科目レベルの確率分布、標本分布、推定、仮説検定、カイ二乗検定、回帰分析及び実験計画を対象としている。,2026-07-30,46.1,2025年（CBT方式）,https://www.toukei-kentei.jp/info/past_data,2026-08-30
98,statistics_grade3,統計検定3級,資格,データ分析,一般財団法人統計質保証推進協会,https://www.toukei-kentei.jp/grade/grade3/,https://www.toukei-kentei.jp/grade/grade3/,統計|データ分析,公式範囲は、4級内容に加えて、標本調査、相関・回帰、確率分布、標本分布、区間推定及び仮説検定を対象としている。,2026-07-30,54.2,2025年（CBT方式）,https://www.toukei-kentei.jp/info/past_data,2026-08-30
99,statistics_grade4,統計検定4級,資格,データ分析,一般財団法人統計質保証推進協会,https://www.toukei-kentei.jp/grade/grade4/,https://www.toukei-kentei.jp/grade/grade4/,統計|データ分析,公式範囲は、データ収集、統計グラフ、集計、代表値、散らばり、クロス集計、時系列及び確率の基礎を対象としている。,2026-07-30,64.5,2025年（CBT方式）,https://www.toukei-kentei.jp/info/past_data,2026-08-30
100,statistics_pre1,統計検定準1級,資格,データ分析,一般財団法人統計質保証推進協会,https://www.toukei-kentei.jp/grade/grade_pre-1,https://www.toukei-kentei.jp/grade/grade_pre-1,統計|データ分析,公式範囲は、2級内容に加えて、データ収集を計画し、各種の応用的な統計解析法を選択・適用して結果を解釈する力を対象としている。,2026-07-30,34.7,2025年（CBT方式）,https://www.toukei-kentei.jp/info/past_data,2026-08-30
101,python_data_analysis,Python 3 エンジニア認定データ分析試験,資格,データ分析,一般社団法人Pythonエンジニア育成推進協会,https://www.pythonic-exam.com/exam/analyist,https://www.pythonic-exam.com/exam/analyist,プログラミング|データ分析|統計|機械学習,公式範囲は、Python環境、数学・確率統計、NumPy、pandas、Matplotlib及びscikit-learnによるデータ分析を対象としている。,2026-07-30,81.5,2024年2月末時点の公式集計,https://pythonic-exam.com/archives/7533,2026-08-30
102,python_data_analysis_practical,Python 3 エンジニア認定データ分析実践試験,資格,データ分析,一般社団法人Pythonエンジニア育成推進協会,https://www.pythonic-exam.com/exam/cpda,https://www.pythonic-exam.com/exam/cpda,プログラミング|データ分析|データエンジニアリング,公式範囲は、表形式・数値・時系列・テキスト・画像・グラフ・地理空間データの読込み、加工、評価及び処理を対象としている。,2026-07-30,,,,
103,ds_kentei_literacy,データサイエンティスト検定 リテラシーレベル,資格,データ分析,一般社団法人データサイエンティスト協会,https://www.datascientist.or.jp/dscertification/,https://www.datascientist.or.jp/dscertification/what/,データ分析|統計|データエンジニアリング|AI基礎|機械学習|深層学習|生成AI|プログラミング|SQL,公式範囲は、基盤、データサイエンス、データエンジニアリング、価値創造の4領域と、数理・データサイエンス・AIリテラシーを対象としている。,2026-07-30,42,第12回（2026年3月、公式発表は約42%）,https://www.datascientist.or.jp/dscertification/results/,2026-08-30
104,aws-aif-c01,AWS Certified AI Practitioner,資格,AI,Amazon Web Services,https://aws.amazon.com/certification/certified-ai-practitioner/,https://docs.aws.amazon.com/aws-certification/latest/ai-practitioner-01/ai-practitioner-01.html,AI基礎|機械学習|生成AI|セキュリティ基礎|ガバナンス,AIF-C01公式ガイドは、AI・ML基礎、生成AI、基盤モデルの応用、責任あるAI、AIのセキュリティ・コンプライアンス・ガバナンスを扱う。,2026-07-30,,,,
105,aws-aip-c01,AWS Certified Generative AI Developer - Professional,資格,AI,Amazon Web Services,https://aws.amazon.com/certification/certified-generative-ai-developer-professional/,https://docs.aws.amazon.com/aws-certification/latest/ai-professional-01/ai-professional-01.html,生成AI|機械学習|データエンジニアリング|ソフトウェア開発|クラウドセキュリティ|コスト管理,AIP-C01公式ガイドは、本番向け生成AIソリューションの設計・実装・展開を対象とし、データ、モデル、セキュリティ、運用、コストを扱う。,2026-07-30,,,,
106,aws-mla-c01,AWS Certified Machine Learning Engineer - Associate,資格,AI,Amazon Web Services,https://aws.amazon.com/certification/certified-machine-learning-engineer-associate/,https://docs.aws.amazon.com/aws-certification/latest/machine-learning-engineer-associate-01/machine-learning-engineer-associate-01.html,機械学習|データエンジニアリング|DevOps|クラウド運用|セキュリティ基礎,MLA-C01公式ガイドは、ML用データ準備、モデル開発、MLワークフローのデプロイとオーケストレーション、監視・保守・セキュリティを扱う。,2026-07-30,,,,
107,comptia-dataai-dy0-001,CompTIA DataAI,資格,AI,CompTIA,https://www.comptia.org/en-us/certifications/dataai/,https://www.comptia.org/en-us/certifications/dataai/,データ分析|統計|データエンジニアリング|機械学習|深層学習|DevOps,DY0-001公式範囲は、データサイエンス工程、統計と数学、データ準備、機械学習・深層学習モデル、モデル運用とMLOpsを扱う。,2026-07-30,,,,
108,gcp-generative-ai-leader,Generative AI Leader,資格,AI,Google Cloud,https://cloud.google.com/learn/certification/generative-ai-leader,https://services.google.com/fh/files/misc/generative_ai_leader_exam_guide_english.pdf,AI基礎|機械学習|生成AI|リスク管理|ガバナンス|セキュリティ基礎,公式ガイドは、生成AI基礎、Google Cloudの生成AI製品、出力改善技法、成功する生成AI施策のビジネス戦略と責任あるAIを扱う。,2026-07-30,,,,
109,gcp-professional-machine-learning-engineer,Professional Machine Learning Engineer,資格,AI,Google Cloud,https://cloud.google.com/learn/certification/machine-learning-engineer/,https://services.google.com/fh/files/misc/professional_machine_learning_engineer_exam_guide_english_new.pdf,機械学習|生成AI|データエンジニアリング|プログラミング|DevOps|クラウド運用|ガバナンス,公式ガイドは、AIソリューション設計、データとモデル管理、モデル構築・提供・拡張、MLパイプライン自動化、監視、責任あるAIを扱う。,2026-07-30,,,,
110,ms_ai103,Microsoft Certified: Azure AI Apps and Agents Developer Associate,資格,AI,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/azure-ai-apps-and-agents-developer-associate/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/ai-103,AI基礎|生成AI|プログラミング|ソフトウェア開発|クラウド設計|クラウドセキュリティ,AI-103公式ガイドはAzure AIの計画・管理、生成AIとエージェント、画像、テキスト、情報抽出の実装を測定する。,2026-07-30,,,,
111,ms_ai200,Microsoft Certified: Azure AI Cloud Developer Associate,資格,AI,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/azure-ai-cloud-developer-associate/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/ai-200,AI基礎|生成AI|プログラミング|ソフトウェア開発|データベース|コンテナ|クラウド運用,AI-200公式資格ページはAzure上のAIバックエンド、データ管理、監視、メッセージング、ベクトルDB、Python、コンテナ実装を範囲に挙げる。,2026-07-30,,,,
112,ms_ai901,Microsoft Certified: Azure AI Fundamentals,資格,AI,Microsoft,https://learn.microsoft.com/en-us/credentials/certifications/azure-ai-fundamentals/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/ai-901,AI基礎|機械学習|生成AI|クラウド基礎,AI-901公式範囲はAIワークロード、Azure上の機械学習、コンピュータービジョン、自然言語処理、生成AIを扱う。,2026-07-30,,,,
113,oracle_oci26_agentic_ai,Oracle Cloud Infrastructure 2026 Certified Agentic AI Foundations Associate,資格,AI,Oracle,https://education.oracle.com/de/ouexam-pexam_1z0-1157-26/pexam_1Z0-1157-26,https://education.oracle.com/de/ouexam-pexam_1z0-1157-26/pexam_1Z0-1157-26,AI基礎|プログラミング,1Z0-1157-26公式範囲にはAIエージェント入門、LangChain、MCP、OpenAI Responses APIとAgents SDKが明記される。,2026-07-30,,,,
114,jdla_e,E資格（エンジニア資格）,資格,AI,一般社団法人日本ディープラーニング協会（JDLA）,https://www.jdla.org/certificate/engineer/,https://www.jdla.org/certificate/engineer/#engineer_No03,機械学習|深層学習|生成AI|統計|プログラミング,公式E2026シラバスは、確率・統計、機械学習、深層ニューラルネットワーク、Transformer、生成モデル、画像・自然言語処理及びPython実装を対象としている。,2026-07-30,69.17,2026年第1回,https://www.jdla.org/news/20260313002/,2026-08-30
115,jdla_g,G検定（ジェネラリスト検定）,資格,AI,一般社団法人日本ディープラーニング協会（JDLA）,https://www.jdla.org/certificate/general/,https://www.jdla.org/certificate/general/#general_No03,AI基礎|機械学習|深層学習|生成AI|統計,公式シラバスは、AIの定義と動向、機械学習、深層学習、生成AIを含む応用、数理・統計、法律・倫理及びガバナンスを対象としている。,2026-07-30,83.08,2026年第4回,https://www.jdla.org/news/20260721001/,2026-08-30
116,aws-clf-c02,AWS Certified Cloud Practitioner,資格,クラウド,Amazon Web Services,https://aws.amazon.com/certification/certified-cloud-practitioner/,https://docs.aws.amazon.com/aws-certification/latest/cloud-practitioner-02/cloud-practitioner-02.html,クラウド基礎|セキュリティ基礎|ネットワーク基礎|データベース|コスト管理,CLF-C02公式ガイドは、クラウド概念、セキュリティとコンプライアンス、クラウド技術・サービス、請求・料金・サポートを出題領域としている。,2026-07-30,,,,
117,aws-soa-c03,AWS Certified CloudOps Engineer - Associate,資格,クラウド,Amazon Web Services,https://aws.amazon.com/certification/certified-cloudops-engineer-associate/,https://docs.aws.amazon.com/aws-certification/latest/sysops-administrator-associate-03/sysops-administrator-associate-03.html,クラウド運用|自動化|セキュリティ運用|ネットワーク基礎|インシデント対応|コンテナ|コスト管理,SOA-C03公式ガイドは、監視・分析・修復、信頼性、展開と自動化、セキュリティ、ネットワークを領域とし、インシデント修復やコンテナ基礎も明記する。,2026-07-30,,,,
118,aws-dop-c02,AWS Certified DevOps Engineer - Professional,資格,クラウド,Amazon Web Services,https://aws.amazon.com/certification/certified-devops-engineer-professional/,https://docs.aws.amazon.com/aws-certification/latest/devops-engineer-professional-02/devops-engineer-professional-02.html,DevOps|自動化|クラウド運用|クラウドセキュリティ|インシデント対応|コスト管理,DOP-C02公式ガイドは、SDLC自動化、構成管理とIaC、耐障害性、監視・ロギング、インシデント対応、セキュリティとコンプライアンスを扱う。,2026-07-30,,,,
119,aws-saa-c03,AWS Certified Solutions Architect - Associate,資格,クラウド,Amazon Web Services,https://aws.amazon.com/certification/certified-solutions-architect-associate/,https://docs.aws.amazon.com/aws-certification/latest/solutions-architect-associate-03/solutions-architect-associate-03.html,クラウド設計|クラウドセキュリティ|ネットワーク設計|データベース|コスト管理,SAA-C03公式ガイドは、安全で耐障害性・高性能・コスト最適化されたAWSアーキテクチャの設計を4領域で評価する。,2026-07-30,,,,
120,cncf_cka,Certified Kubernetes Administrator (CKA),資格,クラウド,CNCF / Linux Foundation,https://training.linuxfoundation.org/certification/certified-kubernetes-administrator-cka/,https://training.linuxfoundation.org/certification/certified-kubernetes-administrator-cka/,コンテナ|クラウド運用|ネットワーク基礎|自動化|ID・アクセス管理,公式領域はストレージ、障害対応、ワークロード、クラスタ構成、サービスとネットワークで、Kubernetes v1.35対応である。,2026-07-30,,,,
121,cncf_kcna,Kubernetes and Cloud Native Associate (KCNA),資格,クラウド,CNCF / Linux Foundation,https://training.linuxfoundation.org/certification/kubernetes-cloud-native-associate/,https://training.linuxfoundation.org/certification/kubernetes-cloud-native-associate/,クラウド基礎|コンテナ|ネットワーク基礎|クラウド運用|DevOps,公式領域はKubernetes基礎、コンテナオーケストレーション、クラウドネイティブなアプリ配信とアーキテクチャである。,2026-07-30,,,,
122,comptia-cloud-cv0-004,CompTIA Cloud+,資格,クラウド,CompTIA,https://www.comptia.org/ja-jp/certifications/cloud/,https://www.comptia.org/ja-jp/certifications/cloud/,クラウド設計|クラウド運用|クラウドセキュリティ|DevOps|コンテナ,CompTIA公式ページは、マルチクラウドのアーキテクチャ、展開、セキュリティ、DevOps、運用最適化、トラブルシューティングを扱う。,2026-07-30,,,,
