source,target,relation,common_count,common_topics,reason,source_evidence_url,target_evidence_url
29,110,official_scope_overlap,2,プログラミング|ソフトウェア開発,公式試験範囲で「プログラミング・ソフトウェア開発」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/ai-103
29,111,official_scope_overlap,2,プログラミング|ソフトウェア開発,公式試験範囲で「プログラミング・ソフトウェア開発」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/ai-200
29,136,official_scope_overlap,2,システム設計|セキュリティ基礎,公式試験範囲で「システム設計・セキュリティ基礎」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/data-center/ccnp-data-center/index.html
29,137,official_scope_overlap,2,システム設計|セキュリティ基礎,公式試験範囲で「システム設計・セキュリティ基礎」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://www.comptia.org/en-us/certifications/server/
29,139,official_scope_overlap,2,システム設計|セキュリティ基礎,公式試験範囲で「システム設計・セキュリティ基礎」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://linuc.org/linuc4/range/
30,31,official_scope_overlap,3,Web|プログラミング|ソフトウェア開発,公式試験範囲で「Web・プログラミング・ソフトウェア開発」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://www.webdesign.gr.jp/application/items/
30,83,official_scope_overlap,2,プログラミング|ソフトウェア開発,公式試験範囲で「プログラミング・ソフトウェア開発」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://education.oracle.com/fr/oracle-database-19c-program-with-pl-sql/pexam_1Z0-149
30,110,official_scope_overlap,2,プログラミング|ソフトウェア開発,公式試験範囲で「プログラミング・ソフトウェア開発」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/ai-103
30,111,official_scope_overlap,2,プログラミング|ソフトウェア開発,公式試験範囲で「プログラミング・ソフトウェア開発」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/ai-200
30,142,official_scope_overlap,2,ソフトウェア開発|セキュリティ基礎,公式試験範囲で「ソフトウェア開発・セキュリティ基礎」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://jken.sgec.or.jp/common/pdf/information/jsystem_systemdesign.pdf
30,143,official_scope_overlap,2,ソフトウェア開発|セキュリティ基礎,公式試験範囲で「ソフトウェア開発・セキュリティ基礎」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
30,144,official_scope_overlap,2,プログラミング|ソフトウェア開発,公式試験範囲で「プログラミング・ソフトウェア開発」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
31,83,official_scope_overlap,2,プログラミング|ソフトウェア開発,公式試験範囲で「プログラミング・ソフトウェア開発」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://education.oracle.com/fr/oracle-database-19c-program-with-pl-sql/pexam_1Z0-149
31,110,official_scope_overlap,2,プログラミング|ソフトウェア開発,公式試験範囲で「プログラミング・ソフトウェア開発」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/ai-103
31,111,official_scope_overlap,2,プログラミング|ソフトウェア開発,公式試験範囲で「プログラミング・ソフトウェア開発」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/ai-200
31,144,official_scope_overlap,2,プログラミング|ソフトウェア開発,公式試験範囲で「プログラミング・ソフトウェア開発」が共通しているため。,https://www.webdesign.gr.jp/application/items/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
32,34,official_scope_overlap,4,Linux|OS|セキュリティ運用|コンテナ,公式試験範囲で「Linux・OS・セキュリティ運用・コンテナ」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://linuc.org/linuc2/range/
32,33,official_scope_overlap,3,Linux|OS|コンテナ,公式試験範囲で「Linux・OS・コンテナ」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://linuc.org/linuc1/range/
32,35,official_scope_overlap,3,Linux|自動化|コンテナ,公式試験範囲で「Linux・自動化・コンテナ」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://linuc.org/linuc3/3ps/range/
32,117,official_scope_overlap,3,セキュリティ運用|自動化|コンテナ,公式試験範囲で「セキュリティ運用・自動化・コンテナ」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://docs.aws.amazon.com/aws-certification/latest/sysops-administrator-associate-03/sysops-administrator-associate-03.html
32,126,official_scope_overlap,3,セキュリティ運用|自動化|コンテナ,公式試験範囲で「セキュリティ運用・自動化・コンテナ」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://services.google.com/fh/files/misc/professional_cloud_devops_engineer_exam_guide_english.pdf
32,139,official_scope_overlap,3,Linux|自動化|コンテナ,公式試験範囲で「Linux・自動化・コンテナ」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://linuc.org/linuc4/range/
32,49,official_scope_overlap,2,セキュリティ運用|自動化,公式試験範囲で「セキュリティ運用・自動化」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/cybersecurity/ccnp-cybersecurity/index.html
32,50,official_scope_overlap,2,セキュリティ運用|自動化,公式試験範囲で「セキュリティ運用・自動化」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/security/ccnp-security/index.html
32,52,official_scope_overlap,2,セキュリティ運用|コンテナ,公式試験範囲で「セキュリティ運用・コンテナ」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://training.linuxfoundation.org/certification/certified-kubernetes-security-specialist/
32,53,official_scope_overlap,2,セキュリティ運用|コンテナ,公式試験範囲で「セキュリティ運用・コンテナ」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://training.linuxfoundation.org/certification/kubernetes-and-cloud-native-security-associate-kcsa/
32,56,official_scope_overlap,2,セキュリティ運用|自動化,公式試験範囲で「セキュリティ運用・自動化」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://www.comptia.org/en-us/certifications/secai/
32,59,official_scope_overlap,2,セキュリティ運用|自動化,公式試験範囲で「セキュリティ運用・自動化」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://services.google.com/fh/files/misc/professional_cloud_security_engineer_exam_guide_english.pdf
32,60,official_scope_overlap,2,セキュリティ運用|自動化,公式試験範囲で「セキュリティ運用・自動化」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://services.google.com/fh/files/misc/professional_security_operations_engineer_exam_guide_english.pdf
32,61,official_scope_overlap,2,Linux|コンテナ,公式試験範囲で「Linux・コンテナ」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://linuc.org/linuc3/3ss/range/
32,65,official_scope_overlap,2,セキュリティ運用|自動化,公式試験範囲で「セキュリティ運用・自動化」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/sc-200
32,120,official_scope_overlap,2,自動化|コンテナ,公式試験範囲で「自動化・コンテナ」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://training.linuxfoundation.org/certification/certified-kubernetes-administrator-cka/
32,124,official_scope_overlap,2,セキュリティ運用|自動化,公式試験範囲で「セキュリティ運用・自動化」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://services.google.com/fh/files/misc/associate_google_workspace_administrator_exam_guide_english.pdf
32,128,official_scope_overlap,2,Linux|自動化,公式試験範囲で「Linux・自動化」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://developer.hashicorp.com/certifications/infrastructure-automation
32,131,official_scope_overlap,2,OS|自動化,公式試験範囲で「OS・自動化」が共通しているため。,https://www.comptia.org/ja-jp/certifications/v8/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-140
33,34,official_scope_overlap,3,Linux|OS|コンテナ,公式試験範囲で「Linux・OS・コンテナ」が共通しているため。,https://linuc.org/linuc1/range/,https://linuc.org/linuc2/range/
33,61,official_scope_overlap,3,Linux|セキュリティ基礎|コンテナ,公式試験範囲で「Linux・セキュリティ基礎・コンテナ」が共通しているため。,https://linuc.org/linuc1/range/,https://linuc.org/linuc3/3ss/range/
33,137,official_scope_overlap,3,OS|ネットワーク基礎|セキュリティ基礎,公式試験範囲で「OS・ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://linuc.org/linuc1/range/,https://www.comptia.org/en-us/certifications/server/
33,139,official_scope_overlap,3,Linux|セキュリティ基礎|コンテナ,公式試験範囲で「Linux・セキュリティ基礎・コンテナ」が共通しているため。,https://linuc.org/linuc1/range/,https://linuc.org/linuc4/range/
33,35,official_scope_overlap,2,Linux|コンテナ,公式試験範囲で「Linux・コンテナ」が共通しているため。,https://linuc.org/linuc1/range/,https://linuc.org/linuc3/3ps/range/
33,38,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://linuc.org/linuc1/range/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html
33,41,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://linuc.org/linuc1/range/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/support-technician/index.html
33,43,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://linuc.org/linuc1/range/,https://www.comptia.org/ja-jp/certifications/network/
33,46,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://linuc.org/linuc1/range/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
33,48,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://linuc.org/linuc1/range/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/cybersecurity/ccna-cybersecurity/index.html
33,51,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://linuc.org/linuc1/range/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/support-technician/index.html
33,53,official_scope_overlap,2,セキュリティ基礎|コンテナ,公式試験範囲で「セキュリティ基礎・コンテナ」が共通しているため。,https://linuc.org/linuc1/range/,https://training.linuxfoundation.org/certification/kubernetes-and-cloud-native-security-associate-kcsa/
33,68,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://linuc.org/linuc1/range/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
33,116,official_scope_overlap,2,ネットワーク基礎|セキュリティ基礎,公式試験範囲で「ネットワーク基礎・セキュリティ基礎」が共通しているため。,https://linuc.org/linuc1/range/,https://docs.aws.amazon.com/aws-certification/latest/cloud-practitioner-02/cloud-practitioner-02.html
33,117,official_scope_overlap,2,ネットワーク基礎|コンテナ,公式試験範囲で「ネットワーク基礎・コンテナ」が共通しているため。,https://linuc.org/linuc1/range/,https://docs.aws.amazon.com/aws-certification/latest/sysops-administrator-associate-03/sysops-administrator-associate-03.html
33,120,official_scope_overlap,2,ネットワーク基礎|コンテナ,公式試験範囲で「ネットワーク基礎・コンテナ」が共通しているため。,https://linuc.org/linuc1/range/,https://training.linuxfoundation.org/certification/certified-kubernetes-administrator-cka/
33,121,official_scope_overlap,2,ネットワーク基礎|コンテナ,公式試験範囲で「ネットワーク基礎・コンテナ」が共通しているため。,https://linuc.org/linuc1/range/,https://training.linuxfoundation.org/certification/kubernetes-cloud-native-associate/
33,128,official_scope_overlap,2,Linux|ネットワーク基礎,公式試験範囲で「Linux・ネットワーク基礎」が共通しているため。,https://linuc.org/linuc1/range/,https://developer.hashicorp.com/certifications/infrastructure-automation
33,131,official_scope_overlap,2,OS|ネットワーク基礎,公式試験範囲で「OS・ネットワーク基礎」が共通しているため。,https://linuc.org/linuc1/range/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-140
34,35,official_scope_overlap,3,Linux|ネットワーク設計|コンテナ,公式試験範囲で「Linux・ネットワーク設計・コンテナ」が共通しているため。,https://linuc.org/linuc2/range/,https://linuc.org/linuc3/3ps/range/
34,139,official_scope_overlap,3,Linux|ネットワーク設計|コンテナ,公式試験範囲で「Linux・ネットワーク設計・コンテナ」が共通しているため。,https://linuc.org/linuc2/range/,https://linuc.org/linuc4/range/
34,50,official_scope_overlap,2,ネットワーク設計|セキュリティ運用,公式試験範囲で「ネットワーク設計・セキュリティ運用」が共通しているため。,https://linuc.org/linuc2/range/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/security/ccnp-security/index.html
34,52,official_scope_overlap,2,セキュリティ運用|コンテナ,公式試験範囲で「セキュリティ運用・コンテナ」が共通しているため。,https://linuc.org/linuc2/range/,https://training.linuxfoundation.org/certification/certified-kubernetes-security-specialist/
34,53,official_scope_overlap,2,セキュリティ運用|コンテナ,公式試験範囲で「セキュリティ運用・コンテナ」が共通しているため。,https://linuc.org/linuc2/range/,https://training.linuxfoundation.org/certification/kubernetes-and-cloud-native-security-associate-kcsa/
34,59,official_scope_overlap,2,ネットワーク設計|セキュリティ運用,公式試験範囲で「ネットワーク設計・セキュリティ運用」が共通しているため。,https://linuc.org/linuc2/range/,https://services.google.com/fh/files/misc/professional_cloud_security_engineer_exam_guide_english.pdf
34,61,official_scope_overlap,2,Linux|コンテナ,公式試験範囲で「Linux・コンテナ」が共通しているため。,https://linuc.org/linuc2/range/,https://linuc.org/linuc3/3ss/range/
34,69,official_scope_overlap,2,ネットワーク設計|セキュリティ運用,公式試験範囲で「ネットワーク設計・セキュリティ運用」が共通しているため。,https://linuc.org/linuc2/range/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
34,117,official_scope_overlap,2,セキュリティ運用|コンテナ,公式試験範囲で「セキュリティ運用・コンテナ」が共通しているため。,https://linuc.org/linuc2/range/,https://docs.aws.amazon.com/aws-certification/latest/sysops-administrator-associate-03/sysops-administrator-associate-03.html
34,126,official_scope_overlap,2,セキュリティ運用|コンテナ,公式試験範囲で「セキュリティ運用・コンテナ」が共通しているため。,https://linuc.org/linuc2/range/,https://services.google.com/fh/files/misc/professional_cloud_devops_engineer_exam_guide_english.pdf
34,138,official_scope_overlap,2,ネットワーク設計|コンテナ,公式試験範囲で「ネットワーク設計・コンテナ」が共通しているため。,https://linuc.org/linuc2/range/,https://services.google.com/fh/files/misc/professional_cloud_architect_exam_guide_english.pdf
35,139,official_scope_overlap,6,Linux|コンテナ|自動化|DevOps|システム設計|ネットワーク設計,公式試験範囲で「Linux・コンテナ・自動化・DevOps・システム設計・ネットワーク設計」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://linuc.org/linuc4/range/
35,126,official_scope_overlap,3,コンテナ|自動化|DevOps,公式試験範囲で「コンテナ・自動化・DevOps」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://services.google.com/fh/files/misc/professional_cloud_devops_engineer_exam_guide_english.pdf
35,128,official_scope_overlap,3,Linux|自動化|DevOps,公式試験範囲で「Linux・自動化・DevOps」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://developer.hashicorp.com/certifications/infrastructure-automation
35,136,official_scope_overlap,3,自動化|システム設計|ネットワーク設計,公式試験範囲で「自動化・システム設計・ネットワーク設計」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/data-center/ccnp-data-center/index.html
35,138,official_scope_overlap,3,コンテナ|システム設計|ネットワーク設計,公式試験範囲で「コンテナ・システム設計・ネットワーク設計」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://services.google.com/fh/files/misc/professional_cloud_architect_exam_guide_english.pdf
35,39,official_scope_overlap,2,自動化|ネットワーク設計,公式試験範囲で「自動化・ネットワーク設計」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccnp-enterprise/index.html
35,40,official_scope_overlap,2,自動化|ネットワーク設計,公式試験範囲で「自動化・ネットワーク設計」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/service-provider/ccnp-service-provider/index.html
35,42,official_scope_overlap,2,自動化|ネットワーク設計,公式試験範囲で「自動化・ネットワーク設計」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://www.comptia.org/en-us/certifications/cloudnetx/
35,50,official_scope_overlap,2,自動化|ネットワーク設計,公式試験範囲で「自動化・ネットワーク設計」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/security/ccnp-security/index.html
35,59,official_scope_overlap,2,自動化|ネットワーク設計,公式試験範囲で「自動化・ネットワーク設計」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://services.google.com/fh/files/misc/professional_cloud_security_engineer_exam_guide_english.pdf
35,61,official_scope_overlap,2,Linux|コンテナ,公式試験範囲で「Linux・コンテナ」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://linuc.org/linuc3/3ss/range/
35,117,official_scope_overlap,2,コンテナ|自動化,公式試験範囲で「コンテナ・自動化」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://docs.aws.amazon.com/aws-certification/latest/sysops-administrator-associate-03/sysops-administrator-associate-03.html
35,118,official_scope_overlap,2,自動化|DevOps,公式試験範囲で「自動化・DevOps」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://docs.aws.amazon.com/aws-certification/latest/devops-engineer-professional-02/devops-engineer-professional-02.html
35,120,official_scope_overlap,2,コンテナ|自動化,公式試験範囲で「コンテナ・自動化」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://training.linuxfoundation.org/certification/certified-kubernetes-administrator-cka/
35,121,official_scope_overlap,2,コンテナ|DevOps,公式試験範囲で「コンテナ・DevOps」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://training.linuxfoundation.org/certification/kubernetes-cloud-native-associate/
35,122,official_scope_overlap,2,コンテナ|DevOps,公式試験範囲で「コンテナ・DevOps」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://www.comptia.org/ja-jp/certifications/cloud/
35,127,official_scope_overlap,2,自動化|DevOps,公式試験範囲で「自動化・DevOps」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://developer.hashicorp.com/certifications/infrastructure-automation
35,132,official_scope_overlap,2,自動化|DevOps,公式試験範囲で「自動化・DevOps」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-400
35,135,official_scope_overlap,2,システム設計|ネットワーク設計,公式試験範囲で「システム設計・ネットワーク設計」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://docs.aws.amazon.com/aws-certification/latest/solutions-architect-professional-02/solutions-architect-professional-02.html
35,140,official_scope_overlap,2,システム設計|ネットワーク設計,公式試験範囲で「システム設計・ネットワーク設計」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-305
35,142,official_scope_overlap,2,システム設計|ネットワーク設計,公式試験範囲で「システム設計・ネットワーク設計」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://jken.sgec.or.jp/common/pdf/information/jsystem_systemdesign.pdf
35,143,official_scope_overlap,2,システム設計|ネットワーク設計,公式試験範囲で「システム設計・ネットワーク設計」が共通しているため。,https://linuc.org/linuc3/3ps/range/,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
36,44,official_scope_overlap,5,ネットワーク設計|ルーティング・スイッチング|クラウド設計|クラウドセキュリティ|クラウド運用,公式試験範囲で「ネットワーク設計・ルーティング・スイッチング・クラウド設計・クラウドセキュリティ・クラウド運用」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://services.google.com/fh/files/misc/042426_professional_cloud_network_engineer_exam_guide_english.pdf
36,42,official_scope_overlap,4,ネットワーク設計|クラウド設計|クラウドセキュリティ|クラウド運用,公式試験範囲で「ネットワーク設計・クラウド設計・クラウドセキュリティ・クラウド運用」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://www.comptia.org/en-us/certifications/cloudnetx/
36,45,official_scope_overlap,4,ネットワーク設計|ルーティング・スイッチング|クラウドセキュリティ|クラウド運用,公式試験範囲で「ネットワーク設計・ルーティング・スイッチング・クラウドセキュリティ・クラウド運用」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-700
36,135,official_scope_overlap,4,ネットワーク設計|クラウド設計|クラウドセキュリティ|クラウド運用,公式試験範囲で「ネットワーク設計・クラウド設計・クラウドセキュリティ・クラウド運用」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://docs.aws.amazon.com/aws-certification/latest/solutions-architect-professional-02/solutions-architect-professional-02.html
36,138,official_scope_overlap,4,ネットワーク設計|クラウド設計|クラウドセキュリティ|クラウド運用,公式試験範囲で「ネットワーク設計・クラウド設計・クラウドセキュリティ・クラウド運用」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://services.google.com/fh/files/misc/professional_cloud_architect_exam_guide_english.pdf
36,71,official_scope_overlap,3,クラウド設計|クラウドセキュリティ|クラウド運用,公式試験範囲で「クラウド設計・クラウドセキュリティ・クラウド運用」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://services.google.com/fh/files/misc/professional_cloud_database_engineer_exam_guide_english.pdf
36,119,official_scope_overlap,3,ネットワーク設計|クラウド設計|クラウドセキュリティ,公式試験範囲で「ネットワーク設計・クラウド設計・クラウドセキュリティ」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://docs.aws.amazon.com/aws-certification/latest/solutions-architect-associate-03/solutions-architect-associate-03.html
36,122,official_scope_overlap,3,クラウド設計|クラウドセキュリティ|クラウド運用,公式試験範囲で「クラウド設計・クラウドセキュリティ・クラウド運用」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://www.comptia.org/ja-jp/certifications/cloud/
36,123,official_scope_overlap,3,クラウド設計|クラウドセキュリティ|クラウド運用,公式試験範囲で「クラウド設計・クラウドセキュリティ・クラウド運用」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://services.google.com/fh/files/misc/associate_cloud_engineer_exam_guide_english.pdf
36,141,official_scope_overlap,3,ネットワーク設計|クラウド設計|クラウドセキュリティ,公式試験範囲で「ネットワーク設計・クラウド設計・クラウドセキュリティ」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://education.oracle.com/de/ouexam-pexam_1z0-1072-26/pexam_1Z0-1072-26
36,39,official_scope_overlap,2,ネットワーク設計|ルーティング・スイッチング,公式試験範囲で「ネットワーク設計・ルーティング・スイッチング」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccnp-enterprise/index.html
36,40,official_scope_overlap,2,ネットワーク設計|ルーティング・スイッチング,公式試験範囲で「ネットワーク設計・ルーティング・スイッチング」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/service-provider/ccnp-service-provider/index.html
36,43,official_scope_overlap,2,ネットワーク設計|ルーティング・スイッチング,公式試験範囲で「ネットワーク設計・ルーティング・スイッチング」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://www.comptia.org/ja-jp/certifications/network/
36,46,official_scope_overlap,2,ネットワーク設計|ルーティング・スイッチング,公式試験範囲で「ネットワーク設計・ルーティング・スイッチング」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://www.ipa.go.jp/shiken/syllabus/gaiyou.html
36,50,official_scope_overlap,2,ネットワーク設計|クラウドセキュリティ,公式試験範囲で「ネットワーク設計・クラウドセキュリティ」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/security/ccnp-security/index.html
36,59,official_scope_overlap,2,ネットワーク設計|クラウドセキュリティ,公式試験範囲で「ネットワーク設計・クラウドセキュリティ」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://services.google.com/fh/files/misc/professional_cloud_security_engineer_exam_guide_english.pdf
36,67,official_scope_overlap,2,ネットワーク設計|クラウドセキュリティ,公式試験範囲で「ネットワーク設計・クラウドセキュリティ」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://education.oracle.com/ko/ouexam-pexam_1z0-1104-26/pexam_1Z0-1104-26
36,74,official_scope_overlap,2,クラウドセキュリティ|クラウド運用,公式試験範囲で「クラウドセキュリティ・クラウド運用」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/dp-420
36,76,official_scope_overlap,2,クラウドセキュリティ|クラウド運用,公式試験範囲で「クラウドセキュリティ・クラウド運用」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/dp-300
36,110,official_scope_overlap,2,クラウド設計|クラウドセキュリティ,公式試験範囲で「クラウド設計・クラウドセキュリティ」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/ai-103
36,118,official_scope_overlap,2,クラウドセキュリティ|クラウド運用,公式試験範囲で「クラウドセキュリティ・クラウド運用」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://docs.aws.amazon.com/aws-certification/latest/devops-engineer-professional-02/devops-engineer-professional-02.html
36,129,official_scope_overlap,2,クラウドセキュリティ|クラウド運用,公式試験範囲で「クラウドセキュリティ・クラウド運用」が共通しているため。,https://docs.aws.amazon.com/aws-certification/latest/advanced-networking-specialty-01/advanced-networking-specialty-01.html,https://learn.microsoft.com/en-us/credentials/certifications/resources/study-guides/az-104
